Probe Set ID	Gene Symbol	Gene Description	Cytoband	mRNA Accession	mRNA  Source	mRna - Description	mRNA - xhyb	Chromosome	Strand	Start	Stop	GO Biological Process ID	GO Biological Process Term	GO Cellular Component ID	GO Cellular Component Term	GO Molecular Function ID	GO Molecular Function Term	Pathway Source	Pathway Name	ISL0001	ISL0010	ISL0011	ISL0012	ISL0013	ISL0014	ISL0015	ISL0016	ISL0019	ISL0002	ISL0020	ISL0021	ISL0022	ISL0003	ISL0004	ISL0005	ISL0006	ISL0007	ISL0008	ISL0009	ISL0023	ISL0024	ISL0025	ISL0026	ISL0027	ISL0028	ISL0029	ISL0030	ISL0031	ISL0032	ISL0033	ISL0034	ISL0035	ISL0036	ISL0037	ISL0038	ISL0039	ISL0040	ISL0041	ISL0042	ISL0043	ISL0044	ISL0045	ISL0046	ISL0047	ISL0048	ISL0049	ISL0050
7897441	H6PD 	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	1p36 	NM_004285 	RefSeq 	Homo sapiens hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) (H6PD), mRNA. 	FALSE	chr1	+	9217421	9253983	GO:0005975  // GO:0006006  // GO:0006098  // GO:0055114 	carbohydrate metabolic process  // glucose metabolic process  // pentose-phosphate shunt  // oxidation reduction 	GO:0005737  // GO:0005783  // GO:0005788  // GO:0005792 	cytoplasm  // endoplasmic reticulum  // endoplasmic reticulum lumen  // microsome 	GO:0004345  // GO:0005488  // GO:0016491  // GO:0016787  // GO:0017057  // GO:0047936 	glucose-6-phosphate dehydrogenase activity  // binding  // oxidoreductase activity  // hydrolase activity  // 6-phosphogluconolactonase activity  // glucose 1-dehydrogenase activity 	---	---	6.90334	7.07313	6.457078	6.863922	6.675821	6.325628	7.381278	6.708973	6.176456	6.394326	6.301813	6.353116	6.188646	6.212284	6.36632	6.489924	6.293129	6.052496	6.21621	6.498549	6.706286	6.407564	6.806914	6.753211	6.049561	6.439764	6.829606	6.402231	7.2919	6.401687	6.155919	6.564495	5.997512	6.101623	6.183446	6.928219	6.282099	6.01618	6.388612	6.257292	6.783047	6.241928	5.742336	6.167485	6.156348	6.173394	6.200001	6.055359
7897449	SPSB1 	splA/ryanodine receptor domain and SOCS box containing 1 	1p36.22 	NM_025106 	RefSeq 	Homo sapiens splA/ryanodine receptor domain and SOCS box containing 1 (SPSB1), mRNA. 	FALSE	chr1	+	9275528	9352178	GO:0007242  // GO:0019941 	intracellular signaling cascade  // modification-dependent protein catabolic process 	GO:0005737 	cytoplasm 	---	---	---	---	7.766247	8.563231	8.360551	9.103489	8.332496	7.87048	8.811643	8.01058	8.16648	7.505763	8.030308	7.991703	8.248134	8.020356	7.192808	7.869097	7.193201	7.405125	7.724525	8.389523	7.904155	7.669842	8.298793	7.856358	8.370682	8.438144	7.5086	8.127428	8.609357	8.526884	8.418165	7.839779	7.836632	7.52001	8.416448	8.771381	8.261274	7.844455	8.213998	8.212582	7.968662	7.382663	7.15306	8.080976	7.888808	8.702926	7.649547	7.993699
7897460	SLC25A33 	solute carrier family 25, member 33 	1p36.22 	NM_032315 	RefSeq 	Homo sapiens solute carrier family 25, member 33 (SLC25A33), mRNA. 	FALSE	chr1	+	9522115	9565418	GO:0006810 	transport 	GO:0005739  // GO:0005743  // GO:0016020  // GO:0016021 	mitochondrion  // mitochondrial inner membrane  // membrane  // integral to membrane 	GO:0005488 	binding 	---	---	6.765574	6.892561	7.217301	7.53871	7.279247	7.380792	6.892933	7.43507	7.257327	7.404923	7.837165	7.311682	6.849129	7.250494	6.94828	7.026967	7.721888	7.271108	7.18646	7.304657	7.127752	7.177067	7.106555	7.273262	7.239338	7.136508	7.256099	7.300594	7.016485	7.189577	7.299844	7.243035	7.670652	7.673164	7.155585	7.777135	7.664847	7.565839	7.255734	7.125204	7.144937	7.512417	7.315257	7.668964	7.471561	7.243225	7.791417	7.466114
7897469	TMEM201 	transmembrane protein 201 	1p36.22 	NM_001130924 	RefSeq 	Homo sapiens transmembrane protein 201 (TMEM201), transcript variant 1, mRNA. 	FALSE	chr1	+	9571564	9597515	---	---	GO:0016020  // GO:0016021 	membrane  // integral to membrane 	---	---	---	---	5.778461	5.7757	5.981688	6.001229	5.951194	6.03364	5.846941	6.05525	5.944445	5.92288	6.224223	6.055712	6.107271	5.963709	5.928876	5.912848	6.087755	6.033556	5.805044	5.58935	5.865653	5.864238	5.815917	5.819462	5.897138	5.863873	5.712122	6.030318	5.815858	5.874059	5.898223	5.759113	5.57812	5.62175	5.78795	5.732175	5.813082	5.68032	5.997555	5.70323	5.637964	5.869784	5.613011	6.030906	5.71639	5.864017	5.737835	5.736897
7897482	PIK3CD 	phosphoinositide-3-kinase, catalytic, delta polypeptide 	1p36.2 	NM_005026 	RefSeq 	Homo sapiens phosphoinositide-3-kinase, catalytic, delta polypeptide (PIK3CD), mRNA. 	FALSE	chr1	+	9634389	9711570	GO:0006468  // GO:0007165  // GO:0046854  // GO:0048015 	protein amino acid phosphorylation  // signal transduction  // phosphoinositide phosphorylation  // phosphoinositide-mediated signaling 	GO:0005942 	phosphoinositide 3-kinase complex 	GO:0004428  // GO:0005515  // GO:0016303  // GO:0016740  // GO:0016773  // GO:0046934 	inositol or phosphatidylinositol kinase activity  // protein binding  // 1-phosphatidylinositol-3-kinase activity  // transferase activity  // phosphotransferase activity, alcohol group as acceptor  // phosphatidylinositol-4,5-bisphosphate 3-kinase activity 	GenMAPP 	G13_Signaling_Pathway 	6.532697	6.33905	6.277489	6.654317	6.532933	6.233321	6.516489	6.202349	6.285016	6.363752	6.198424	6.377347	6.310949	6.13968	6.324605	6.369232	6.494147	6.336819	6.489778	6.530782	5.985515	6.145083	6.392177	6.2063	6.333576	6.344316	6.063706	6.338048	6.343311	6.255695	6.357802	6.374034	6.249819	5.965179	6.456364	6.107985	6.107968	6.311359	6.425286	6.368493	6.298286	6.324075	5.981838	6.137194	6.24705	6.393083	6.03507	6.187899
7897509	NMNAT1 	nicotinamide nucleotide adenylyltransferase 1 	1p32-p35 	NM_022787 	RefSeq 	Homo sapiens nicotinamide nucleotide adenylyltransferase 1 (NMNAT1), mRNA. 	FALSE	chr1	+	9926073	9968143	GO:0009058  // GO:0009435 	biosynthetic process  // NAD biosynthetic process 	GO:0005634 	nucleus 	GO:0000287  // GO:0000309  // GO:0005515  // GO:0016740 	magnesium ion binding  // nicotinamide-nucleotide adenylyltransferase activity  // protein binding  // transferase activity 	---	---	6.032927	5.803165	5.984497	5.646344	5.954695	5.621573	5.828401	5.925773	5.973089	5.75521	5.641244	5.686604	5.948738	6.498244	6.05457	6.109097	5.192025	5.928418	6.000466	6.057202	6.460382	6.059465	6.483716	6.622161	6.35823	6.399313	6.15732	6.118156	6.523697	6.499364	6.036523	6.2294	6.274749	6.629558	6.375334	5.9463	5.836089	6.099319	5.91644	6.034786	5.940606	5.90166	6.054512	5.876511	6.048564	6.048498	6.233895	5.934426
7897522	RBP7 	retinol binding protein 7, cellular 	1p36.22 	NM_052960 	RefSeq 	Homo sapiens retinol binding protein 7, cellular (RBP7), mRNA. 	FALSE	chr1	+	9979842	9998665	GO:0006810 	transport 	GO:0005737 	cytoplasm 	GO:0005215  // GO:0008289  // GO:0016918  // GO:0019841 	transporter activity  // lipid binding  // retinal binding  // retinol binding 	---	---	4.413708	4.120715	4.55122	4.167669	4.116675	4.241436	4.204076	4.127756	4.200387	4.097826	4.315137	4.428201	4.23533	3.930973	4.149816	4.050185	4.797752	4.106462	4.63568	4.075979	4.219715	3.689031	4.271309	3.923789	4.12727	4.0063	4.35599	4.299094	4.39986	4.289669	4.286196	4.320292	4.21493	4.377988	4.243595	4.430283	4.537107	4.629266	4.211377	4.27715	4.279189	4.072526	3.721596	4.251377	4.215999	3.976439	4.005098	4.436265
7897527	UBE4B 	ubiquitination factor E4B (UFD2 homolog, yeast) 	1p36.3 	NM_001105562 	RefSeq 	Homo sapiens ubiquitination factor E4B (UFD2 homolog, yeast) (UBE4B), transcript variant 1, mRNA. 	FALSE	chr1	+	10015477	10163884	GO:0006915  // GO:0009411  // GO:0019941  // GO:0042787 	apoptosis  // response to UV  // modification-dependent protein catabolic process  // protein ubiquitination during ubiquitin-dependent protein catabolic process 	GO:0000151  // GO:0005737 	ubiquitin ligase complex  // cytoplasm 	GO:0004842  // GO:0019899 	ubiquitin-protein ligase activity  // enzyme binding 	---	---	8.764875	8.987346	8.935126	8.620497	8.891646	8.789343	8.726404	8.886353	8.886533	8.553808	7.97138	9.031439	9.091373	8.859165	8.838511	8.705146	8.62124	8.698591	8.720502	8.676915	8.887673	8.805854	8.653092	8.823251	8.513368	8.791659	8.43576	8.701353	8.766552	8.553771	8.765559	8.339145	8.700315	8.825742	8.787817	8.561962	8.222029	8.670988	8.426398	8.734089	8.6222	8.459699	8.696855	8.293769	8.529427	8.443192	8.484675	8.484567
7897561	KIF1B 	kinesin family member 1B 	1p36.2 	NM_015074 	RefSeq 	Homo sapiens kinesin family member 1B (KIF1B), transcript variant 1, mRNA. 	FALSE	chr1	+	10193418	10364248	GO:0007018  // GO:0007270  // GO:0007274  // GO:0008089 	microtubule-based movement  // nerve-nerve synaptic transmission  // neuromuscular synaptic transmission  // anterograde axon cargo transport 	GO:0005737  // GO:0005739  // GO:0005856  // GO:0005874  // GO:0005875  // GO:0030659  // GO:0031410 	cytoplasm  // mitochondrion  // cytoskeleton  // microtubule  // microtubule associated complex  // cytoplasmic vesicle membrane  // cytoplasmic vesicle 	GO:0000166  // GO:0003777  // GO:0005515  // GO:0005515  // GO:0005524  // GO:0016887  // GO:0019894 	nucleotide binding  // microtubule motor activity  // protein binding  // protein binding  // ATP binding  // ATPase activity  // kinesin binding 	---	---	8.18834	8.523241	8.558825	8.35259	8.295927	8.284552	8.331871	8.244765	8.272377	8.102392	7.466693	8.636586	8.251597	8.367478	8.396792	8.272472	8.334917	8.183602	8.106596	8.160766	8.250406	8.256456	8.077258	8.069172	7.807851	8.220064	7.650781	8.02313	8.289522	7.984978	8.144403	7.829907	8.111105	8.274752	8.47024	8.161021	7.453875	8.21782	8.120605	8.112234	7.8054	7.891937	7.944565	7.779394	7.978128	7.787987	7.940936	7.837161
7897620	PGD 	phosphogluconate dehydrogenase 	1p36.3-p36.13 	NM_002631 	RefSeq 	Homo sapiens phosphogluconate dehydrogenase (PGD), mRNA. 	FALSE	chr1	+	10381672	10402788	GO:0009051  // GO:0019322  // GO:0055114 	pentose-phosphate shunt, oxidative branch  // pentose biosynthetic process  // oxidation reduction 	---	---	GO:0004616  // GO:0005515  // GO:0016491  // GO:0050661 	phosphogluconate dehydrogenase (decarboxylating) activity  // protein binding  // oxidoreductase activity  // NADP or NADPH binding 	---	---	10.60695	10.4191	10.50317	10.23041	10.48679	10.72651	10.46681	10.66138	10.59692	10.34263	10.39605	10.55119	10.19211	10.5929	10.17678	10.78027	10.96865	9.935171	10.38061	10.61543	10.38648	10.33535	10.90681	10.5352	9.717369	10.42579	9.952777	10.85939	10.54424	10.6146	10.3016	10.86174	10.63888	10.46753	10.44301	10.6032	10.11073	10.47654	10.47507	10.2793	10.28145	10.14906	10.52907	10.13053	10.94401	10.40195	10.95308	11.05278
7897632	APITD1 	apoptosis-inducing, TAF9-like domain 1 	1p36.22 	NM_198544 	RefSeq 	Homo sapiens apoptosis-inducing, TAF9-like domain 1 (APITD1), transcript variant C, mRNA. 	FALSE	chr1	+	10412746	10434797	---	---	GO:0000775  // GO:0005634  // GO:0005694 	chromosome, centromeric region  // nucleus  // chromosome 	GO:0003677 	DNA binding 	---	---	5.825488	5.970272	5.672389	5.604484	5.92084	5.845351	5.843585	5.917969	6.001634	5.961544	6.374262	5.940771	5.994418	5.532206	6.185567	5.906382	5.971476	6.069815	5.87011	6.045397	5.879404	5.77104	5.81487	6.04003	5.882031	6.120422	6.059137	5.922598	5.788071	5.953747	5.78251	6.048592	5.946517	6.164444	5.918294	5.916731	6.382216	6.04039	5.886324	6.040085	5.718455	5.963485	6.289706	6.183837	5.957343	5.859535	6.055541	5.939185
7897648	PEX14 	peroxisomal biogenesis factor 14 	1p36.22 	NM_004565 	RefSeq 	Homo sapiens peroxisomal biogenesis factor 14 (PEX14), mRNA. 	FALSE	chr1	+	10457531	10613402	GO:0007031  // GO:0015031  // GO:0016558  // GO:0032582  // GO:0043433  // GO:0051260  // GO:0065002 	peroxisome organization  // protein transport  // protein import into peroxisome matrix  // negative regulation of gene-specific transcription  // negative regulation of transcription factor activity  // protein homooligomerization  // intracellular protein transmembrane transport 	GO:0005634  // GO:0005777  // GO:0005778  // GO:0016020  // GO:0016021  // GO:0043234 	nucleus  // peroxisome  // peroxisomal membrane  // membrane  // integral to membrane  // protein complex 	GO:0003714  // GO:0047485 	transcription corepressor activity  // protein N-terminus binding 	---	---	7.191649	7.228498	7.296849	7.438629	7.307694	7.38387	7.447848	7.322138	7.343604	7.287851	7.293318	7.383939	7.445434	7.31677	7.336458	7.230864	7.259663	7.29166	7.292438	7.274234	7.580234	7.554305	7.61547	7.609646	7.116019	7.634483	7.380023	7.659658	7.628912	7.790898	7.598511	7.487784	7.453084	7.475539	7.442267	7.574332	7.664106	7.427238	7.552617	7.299897	7.375791	7.438515	7.321995	7.497741	7.367084	7.077746	7.311316	7.452267
7897663	TARDBP 	TAR DNA binding protein 	1p36.22 	NM_007375 	RefSeq 	Homo sapiens TAR DNA binding protein (TARDBP), mRNA. 	FALSE	chr1	+	10995266	11008136	GO:0006350  // GO:0006355  // GO:0006366  // GO:0006397  // GO:0007067  // GO:0008380 	transcription  // regulation of transcription, DNA-dependent  // transcription from RNA polymerase II promoter  // mRNA processing  // mitosis  // RNA splicing 	GO:0005634 	nucleus 	GO:0000166  // GO:0003700  // GO:0003723  // GO:0005515  // GO:0008017 	nucleotide binding  // transcription factor activity  // RNA binding  // protein binding  // microtubule binding 	---	---	10.20066	10.10126	10.36179	10.39275	10.22761	10.18862	10.1224	10.10879	10.41514	9.957333	9.625332	10.35754	10.24713	10.22839	10.2024	10.29813	10.0402	10.27843	10.04282	10.09792	9.943785	10.06983	10.08726	10.03685	10.3704	10.45358	9.82537	10.19757	10.11428	10.13662	10.27989	10.189	10.35302	10.25756	10.36241	10.14276	10.18948	10.26178	10.31624	10.27168	10.06069	10.07809	10.2036	10.15447	10.23528	10.28731	10.28017	10.37078
7897675	ANGPTL7 	angiopoietin-like 7 	1p36.3-p36.2 	NM_021146 	RefSeq 	Homo sapiens angiopoietin-like 7 (ANGPTL7), mRNA. 	FALSE	chr1	+	11171985	11178625	GO:0006979  // GO:0007165 	response to oxidative stress  // signal transduction 	GO:0005576 	extracellular region 	GO:0005102 	receptor binding 	---	---	3.572545	3.70833	3.790989	3.815202	3.727092	3.627751	3.574719	3.58781	3.784558	4.337628	3.807226	3.788131	3.778476	3.790032	3.728408	4.018666	4.054017	3.815389	3.861775	3.727032	3.772786	3.714019	3.591877	3.683619	3.86311	3.8176	3.535074	4.176697	3.876724	4.088901	3.629331	3.870936	3.905391	3.532475	3.796252	3.580835	3.801985	3.69835	4.432325	3.675614	3.833395	4.007026	3.902864	4.13028	3.883442	3.670402	3.73101	4.222314
7897685	UBIAD1 	UbiA prenyltransferase domain containing 1 	1p36-p34.1 	NM_013319 	RefSeq 	Homo sapiens UbiA prenyltransferase domain containing 1 (UBIAD1), mRNA. 	FALSE	chr1	+	11255850	11277699	---	---	GO:0005634  // GO:0005737  // GO:0016020  // GO:0016021 	nucleus  // cytoplasm  // membrane  // integral to membrane 	GO:0004659 	prenyltransferase activity 	---	---	7.575341	7.758181	7.954126	8.306215	7.922501	7.86524	7.939716	7.913857	7.892455	7.761162	8.336411	7.896065	7.938642	7.599617	7.818085	7.727711	8.300092	7.81492	7.557232	8.140082	7.853359	7.943149	7.871533	7.672563	7.845345	7.960376	7.510678	7.888323	7.956751	7.820209	7.772326	7.840429	7.906507	7.746858	7.660795	8.18505	8.262814	7.770167	8.018628	7.808432	8.038176	7.67397	7.721821	8.203629	7.702446	7.908801	7.874343	7.762884
7897691	PTCHD2 	patched domain containing 2 	1p36.22 	NM_020780 	RefSeq 	Homo sapiens patched domain containing 2 (PTCHD2), mRNA. 	FALSE	chr1	+	11483910	11519869	---	---	GO:0016020  // GO:0016021 	membrane  // integral to membrane 	GO:0008158 	hedgehog receptor activity 	---	---	6.260736	6.267682	5.824702	5.875995	6.070463	6.207458	6.021145	6.431786	6.153602	6.68879	6.194841	6.071736	6.227499	5.889524	6.68879	5.962255	5.913754	6.158978	6.270441	6.128989	6.770804	7.05581	6.544912	6.466371	6.080725	6.107643	5.775784	6.263088	6.268507	5.923611	6.035679	6.217602	5.997742	6.022013	6.144	5.746702	6.098566	6.019699	5.994525	6.283387	6.019975	6.31025	6.585612	5.950109	6.439559	5.612005	6.076077	5.81496
7897714	FBXO44 	F-box protein 44 	1p36.22 	NM_001014765 	RefSeq 	Homo sapiens F-box protein 44 (FBXO44), transcript variant 4, mRNA. 	FALSE	chr1	+	11637019	11645971	GO:0019941  // GO:0030163 	modification-dependent protein catabolic process  // protein catabolic process 	---	---	GO:0005515 	protein binding 	---	---	6.349644	6.359682	6.207129	6.276747	6.203721	6.355483	6.321211	6.579328	6.337399	6.32937	6.473365	6.30529	6.287973	6.285361	6.66394	6.257932	6.511114	6.64193	6.419253	6.379088	6.54689	6.525338	6.371823	6.45315	6.641891	6.307382	6.573777	6.256631	6.434726	6.215845	6.4486	6.747543	6.235854	6.292057	6.375312	6.080273	6.62171	6.513615	6.444707	6.440462	6.367811	6.530393	6.388762	6.376112	6.42035	6.522332	6.281136	6.534495
7897728	FBXO6 	F-box protein 6 	1p36.22 	NM_018438 	RefSeq 	Homo sapiens F-box protein 6 (FBXO6), mRNA. 	FALSE	chr1	+	11646768	11656998	GO:0006508  // GO:0019941  // GO:0030163 	proteolysis  // modification-dependent protein catabolic process  // protein catabolic process 	---	---	GO:0005515 	protein binding 	---	---	6.62873	6.462584	6.685701	6.384127	6.705658	6.540202	6.487871	6.623119	6.904909	6.797318	6.450836	6.237951	6.76869	6.593962	6.245152	6.381179	6.536186	6.745532	6.371958	6.393336	6.37642	6.567597	6.813105	6.532673	6.690301	6.46559	6.432333	6.56611	6.746943	6.796465	6.573048	6.80168	6.482468	6.694204	6.679852	6.472966	6.593894	6.81949	6.829291	6.491603	6.883456	6.723781	6.836586	7.057726	6.918632	7.01199	6.783891	6.866039
7897737	C1orf187 	chromosome 1 open reading frame 187 	1p36.22 	NM_198545 	RefSeq 	Homo sapiens chromosome 1 open reading frame 187 (C1orf187), mRNA. 	FALSE	chr1	+	11674366	11708501	GO:0007275 	multicellular organismal development 	GO:0005576 	extracellular region 	---	---	---	---	6.446664	6.212878	6.379056	6.416533	6.170023	6.27674	6.00701	6.187803	6.386009	6.476678	6.467261	6.540406	6.89982	5.615373	6.151417	6.230561	6.269694	6.275963	6.472044	6.21464	6.096743	6.636497	6.189067	6.080857	6.404995	6.262504	6.37522	5.987949	6.249242	6.363808	6.254276	6.368093	6.094438	6.161441	6.369175	6.388806	6.455506	6.45518	6.635746	6.357544	6.287351	6.57146	6.481331	6.613703	6.615313	6.447416	6.145241	6.237771
7897745	AGTRAP 	angiotensin II receptor-associated protein 	1p36.22 	NM_020350 	RefSeq 	Homo sapiens angiotensin II receptor-associated protein (AGTRAP), transcript variant 1, mRNA. 	FALSE	chr1	+	11718728	11733415	---	---	GO:0000139  // GO:0005783  // GO:0005789  // GO:0005794  // GO:0016020  // GO:0016021  // GO:0030659  // GO:0031410 	Golgi membrane  // endoplasmic reticulum  // endoplasmic reticulum membrane  // Golgi apparatus  // membrane  // integral to membrane  // cytoplasmic vesicle membrane  // cytoplasmic vesicle 	---	---	---	---	7.637619	8.226591	8.146675	9.069016	8.341346	7.889177	8.215914	7.797964	8.081532	7.694434	7.552512	7.714037	8.247121	7.969398	7.619493	7.77846	7.313078	7.871327	8.096236	7.676247	7.386785	7.584633	7.942315	7.558595	8.283864	7.590004	7.609513	7.719953	7.905356	8.325511	8.032817	7.919895	7.553475	7.266975	8.014041	7.816043	7.444685	7.98978	7.95807	8.060288	7.499193	7.663005	7.592102	8.222231	7.809417	8.761443	7.921108	7.990533
7897753	MTHFR 	5,10-methylenetetrahydrofolate reductase (NADPH) 	1p36.3 	NM_005957 	RefSeq 	Homo sapiens 5,10-methylenetetrahydrofolate reductase (NADPH) (MTHFR), mRNA. 	FALSE	chr1	+	11749386	11772228	GO:0006520  // GO:0008015  // GO:0009086  // GO:0055114 	amino acid metabolic process  // blood circulation  // methionine biosynthetic process  // oxidation reduction 	GO:0005829 	cytosol 	GO:0004489  // GO:0004489  // GO:0005515  // GO:0016491 	methylenetetrahydrofolate reductase (NADPH) activity  // methylenetetrahydrofolate reductase (NADPH) activity  // protein binding  // oxidoreductase activity 	---	---	6.096179	5.792896	6.124458	5.860934	5.755702	5.778276	5.908762	5.951644	5.817443	6.192702	6.168925	5.919977	6.016051	5.708363	5.642883	5.964837	6.258775	6.22711	6.296685	5.876333	5.793682	5.945147	5.979713	5.828911	5.728761	6.057112	6.091566	5.94823	5.931452	5.86891	6.17922	6.08	5.38172	5.354724	5.822772	5.803344	5.997871	6.019135	5.725321	5.874915	5.842604	5.833126	5.871179	6.239126	5.780145	5.697939	5.873852	5.861724
7897774	CLCN6 	chloride channel 6 	1p36 	NM_001286 	RefSeq 	Homo sapiens chloride channel 6 (CLCN6), transcript variant ClC-6a, mRNA. 	FALSE	chr1	+	11788855	11825788	GO:0006811  // GO:0006821  // GO:0006884  // GO:0007165 	ion transport  // chloride transport  // cell volume homeostasis  // signal transduction 	GO:0016020  // GO:0016021 	membrane  // integral to membrane 	GO:0005244  // GO:0005247  // GO:0031404 	voltage-gated ion channel activity  // voltage-gated chloride channel activity  // chloride ion binding 	---	---	7.292326	6.87388	7.429371	7.15985	7.515494	7.287375	7.043514	7.269503	7.435927	7.079622	7.256818	7.560646	7.241825	7.571029	7.650133	7.356192	7.604594	6.977875	7.090518	7.460638	7.885453	7.445544	7.336238	7.684538	7.895131	8.001366	7.745148	7.584781	7.801558	7.059873	7.678888	7.306798	7.431922	7.596464	7.279736	7.365997	7.438856	7.440653	7.269503	7.829886	7.003876	7.181015	7.370945	7.076962	7.14027	7.57033	7.420788	7.383244
7897801	RNU5E 	RNA, U5E small nuclear 	1p36.22 	NR_002754 	RefSeq 	Homo sapiens RNA, U5E small nuclear (RNU5E), non-coding RNA. 	FALSE	chr1	+	11890796	11890915	---	---	---	---	---	---	---	---	7.891927	10.16348	10.43336	9.898879	10.5217	10.90809	10.71245	10.24431	9.410498	10.50017	10.32553	11.10428	9.714767	9.442237	9.20425	9.785152	10.33396	10.95963	10.09755	10.28772	9.04273	8.398612	9.328659	9.468038	10.46838	10.13877	9.764545	8.301972	8.386535	8.590562	9.593931	9.239623	10.20817	8.654825	9.259896	8.407445	9.343123	9.006758	8.28463	9.752304	9.184584	10.27478	9.692668	8.322296	9.289268	11.2135	9.659874	9.427261
7897803	PLOD1 	procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1 	1p36.22 	NM_000302 	RefSeq 	Homo sapiens procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1 (PLOD1), mRNA. 	FALSE	chr1	+	11917333	11958182	GO:0001666  // GO:0006464  // GO:0008544  // GO:0008544  // GO:0019538  // GO:0046947  // GO:0055114 	response to hypoxia  // protein modification process  // epidermis development  // epidermis development  // protein metabolic process  // hydroxylysine biosynthetic process  // oxidation reduction 	GO:0005783  // GO:0016020  // GO:0030867 	endoplasmic reticulum  // membrane  // rough endoplasmic reticulum membrane 	GO:0005506  // GO:0008475  // GO:0016491  // GO:0016702  // GO:0031418  // GO:0042803  // GO:0046872 	iron ion binding  // procollagen-lysine 5-dioxygenase activity  // oxidoreductase activity  // oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen  // L-ascorbic acid binding  // protein homodimerization activity  // metal ion binding 	---	---	8.171473	8.594753	8.589882	7.638977	8.210426	8.104879	8.557697	8.233352	8.149569	8.099388	7.651603	8.061759	7.997432	8.23242	7.909822	7.710529	7.615175	7.327214	7.934327	8.032073	8.514519	8.480517	8.908748	8.414907	7.688645	8.317893	7.780116	8.282512	8.493704	8.324783	8.180387	8.253066	7.787356	8.219724	8.062851	8.398409	6.943143	7.907339	7.606761	7.932667	8.419551	7.754614	7.821404	7.523646	8.279575	7.750144	7.874021	8.26134
7897824	MFN2 	mitofusin 2 	1p36.22 	NM_014874 	RefSeq 	Homo sapiens mitofusin 2 (MFN2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA. 	FALSE	chr1	+	11962956	11996154	GO:0001825  // GO:0006626  // GO:0007006  // GO:0007050  // GO:0008053  // GO:0046580  // GO:0048593  // GO:0048662  // GO:0051646 	blastocyst formation  // protein targeting to mitochondrion  // mitochondrial membrane organization  // cell cycle arrest  // mitochondrial fusion  // negative regulation of Ras protein signal transduction  // camera-type eye morphogenesis  // negative regulation of smooth muscle cell proliferation  // mitochondrion localization 	GO:0005739  // GO:0005829  // GO:0015630  // GO:0016020  // GO:0016021  // GO:0031306 	mitochondrion  // cytosol  // microtubule cytoskeleton  // membrane  // integral to membrane  // intrinsic to mitochondrial outer membrane 	GO:0000166  // GO:0003924  // GO:0005515  // GO:0005525  // GO:0016787 	nucleotide binding  // GTPase activity  // protein binding  // GTP binding  // hydrolase activity 	---	---	8.823727	8.707217	8.685472	8.863348	8.810456	8.896453	8.508867	8.590128	8.857846	8.742762	9.137317	8.95486	8.746017	8.957904	8.83463	8.736988	9.067183	9.121809	8.67473	8.86175	8.980964	9.076475	8.759225	8.970707	8.729856	9.394488	8.481822	8.920597	8.976928	8.951453	9.179251	8.87181	8.852192	8.989011	8.892077	8.990233	9.034155	8.775823	8.954986	8.53612	8.568127	8.490362	8.816628	8.715946	8.582293	8.36433	8.887967	8.838374
7897849	MIIP 	migration and invasion inhibitory protein 	1p36.22 	NM_021933 	RefSeq 	Homo sapiens invasion inhibitory protein 45 (IIP45), mRNA. 	FALSE	chr1	+	12002099	12014693	---	---	---	---	---	---	---	---	6.832631	6.704507	6.865735	6.935349	6.806594	6.85614	6.976933	6.862162	6.872649	7.036074	7.006969	6.796896	6.918743	6.955592	6.72731	6.884919	6.896447	7.060804	7.024174	6.961848	6.987519	6.942939	7.000855	6.999998	7.13501	6.978953	6.883486	6.947617	6.925035	7.063826	7.12468	6.903799	6.514994	6.628478	6.957243	6.894453	6.761899	7.036415	7.106703	6.754641	6.856602	6.80237	7.00848	6.973624	6.942802	7.111629	6.916162	6.936359
7897860	TNFRSF8 	tumor necrosis factor receptor superfamily, member 8 	1p36 	NM_001243 	RefSeq 	Homo sapiens tumor necrosis factor receptor superfamily, member 8 (TNFRSF8), transcript variant 1, mRNA. 	FALSE	chr1	+	12046021	12126851	GO:0007165  // GO:0008285  // GO:0042535  // GO:0043065  // GO:0045556 	signal transduction  // negative regulation of cell proliferation  // positive regulation of tumor necrosis factor biosynthetic process  // positive regulation of apoptosis  // positive regulation of TRAIL biosynthetic process 	GO:0005737  // GO:0005886  // GO:0016021 	cytoplasm  // plasma membrane  // integral to membrane 	GO:0004888  // GO:0005515 	transmembrane receptor activity  // protein binding 	---	---	6.787923	6.465141	6.647473	6.344242	6.342327	6.244174	6.47525	6.375181	6.439846	6.73036	6.668158	6.393159	6.796505	5.903138	6.544497	6.64866	6.796144	6.87192	6.598836	6.466025	6.107437	6.448811	6.384916	6.109253	6.351422	6.3702	6.439339	6.399953	6.322588	6.14526	6.660887	6.451406	6.085547	5.91203	6.375432	6.17157	6.587336	6.290277	6.64523	6.544991	6.50171	6.36671	6.37493	6.684578	6.372937	6.269821	6.517407	6.382822
